Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31
152.70086021176735,196.0345201367727,281.2650805906087,127.77907909924019,232.70075199893125,271.0988237362846,163.64618375936942,246.83681968293055,212.50500862620248,224.40878395304884,173.75997604970803,176.52333974980144,162.3198991009666,241.48931717351135,128.5271740264725,197.78939316112553,209.11649810560115,186.1620395168351,208.6276202553481,263.64148648610785,109.37069403112432,173.31383302754722,166.15861053337176,216.518327707405,150.8996629248777,315.56561465779794,124.62718342085365,111.76558423748408,180.87926882670536,242.83802985171,253.67874835860763,208.32120567549836
153.55105179834263,173.54715268265542,257.2861312804132,117.16065085786893,193.84756902645162,256.0189845248323,148.79326566618462,258.3012285040897,200.833427455816,234.26011958350418,183.27670908237516,161.56765877902035,162.02873306188027,243.5031220160209,109.5109890272851,183.19305289537135,206.9675919160397,157.6265596303817,243.62784891886517,261.1195115249409,135.52775544011138,138.59550668025167,159.116436052512,205.3956310343625,173.17953717844318,288.9814748197638,134.45838888328967,121.1724133078143,182.3437724812908,275.5118387501911,256.0984488393487,212.138266151775
141.879063248145,178.5704305932642,255.04252847266415,150.80153296732237,187.07962792858882,252.30964560212266,158.922504001515,284.88202049241323,203.86910756006571,224.6261900741787,165.50425197164643,167.6062783249679,153.7005043813668,263.82095647854015,112.25841594164667,190.15299144555223,203.98715452167298,171.28553151870673,227.0646047017557,241.04279709838505,118.4918306014259,130.739007594359,148.4242370591209,207.28716175945348,156.27488321237487,257.89969274449015,157.86923198710596,168.6405057239345,172.8351284196518,250.35303459899959,241.87998479489087,222.56802698763198
140.07031228736204,184.93163060024523,260.98951709949324,142.04586641508516,204.02229548778072,253.02194470398132,142.63931456370372,252.9942458614702,187.60677298398426,246.4970350675328,163.55090514213572,171.2429117048088,161.24805597665747,292.7883249708777,133.17036248754337,193.7618886529665,192.34980139268106,171.2995829721658,221.03647274560257,255.99292993882864,120.41688899021838,152.52852907491052,155.80534357351507,202.57233019868607,139.8006953258323,255.2869828067143,163.35183768802034,130.26949166691864,181.0764083623857,227.80272479384035,238.90585937381903,238.64099860143185
149.39449038900128,168.16383264995,265.49384388477955,136.83500076976992,205.20583677519676,294.41609779450573,142.24026801541834,247.30319055421373,277.19830750512756,220.64365804015418,175.92840734172609,188.726277921975,164.30482589751404,243.49242410524758,111.80947305381093,169.0038987756028,199.80305640555082,171.48087772640883,235.32331909624457,246.35885391434255,118.2266812816819,143.18161323198925,141.60589741798316,219.07177007961246,159.33748106436886,266.18203017097176,128.21880977167993,107.94937006800815,176.06631931918906,207.24752992881153,233.50701562260818,231.82018012866803
189.6878219237493,180.9698085923952,262.2775719277785,124.01305239799046,177.63717629929548,269.18159168119735,133.57769890339446,242.89326491841575,192.153040200458,230.79688293133768,176.47759610229204,171.93076751656355,176.50230078285696,252.8470051663166,165.9543848823512,209.9676752617197,193.08118630984794,192.2874554801471,215.36089275611232,260.9474493859038,148.88002914616487,159.162308189616,157.2573201648718,248.43146550105422,176.70367361325236,273.9997639371506,126.85058751251691,120.82995261038288,182.50188546035173,215.3232567676,237.89209950057565,397.5614135004506
142.62437635854926,180.2402348039488,267.7354216426578,118.80168040181387,256.08184447586154,281.59914451222494,135.96090974048101,247.13685744047177,191.37928431418933,229.39363059519727,155.44963193135868,179.36697050202255,164.14968479860866,277.9051919863473,190.1702295401396,176.525739013285,210.21306668323476,172.9355011326295,243.8099358069999,242.16514253259248,129.99197184588925,144.40018782519286,166.95442801147107,224.17936680439323,165.86240336909628,282.57825951500587,157.11884590543843,130.04081345140577,178.49333063105928,205.23015247830514,235.14357182102904,233.41595173590056
136.25557864873636,188.2997534173492,260.6242120320887,133.06992676184777,175.38617282864632,258.61260026522916,145.0386250448235,272.3851033696765,206.25221651332245,235.67438897858196,200.8672273906744,192.07975169039614,170.64492256344818,270.7590814186651,126.44104713059758,185.58200559997712,188.80405917777264,164.4485809805345,212.45126963605313,246.37046197660243,196.661164989846,128.7605388023306,146.71615197289663,246.05715438624793,169.8551242787662,270.36803882584496,126.66647793950534,131.22490665388867,173.56529014130882,232.61438535030277,259.8700967100479,230.50765820227542
143.4963634956348,207.72569683822738,258.4626841572359,124.08982327431504,205.63233507967593,262.37399883010806,146.82290462485906,288.4711472898289,224.86710816624992,256.1827178746508,150.485450398183,191.2759609057435,157.917617804522,250.8877874744028,118.6876427540646,192.62273786421034,195.33636997845642,164.5893037011964,215.11652184922812,249.48391624867386,146.95775643241342,137.11627796631632,180.4468747294427,222.43355530069886,147.44253304705936,289.28586876562633,143.53646773811423,144.43509593481153,179.33621807756595,227.25725940382023,246.97906676990752,212.94960211330445
163.56096035337586,191.8987538718233,252.73702343980315,144.42589510272828,177.85910352945453,293.57548870017945,137.65660220147078,289.84556030132785,191.4286464435609,230.93966002411526,188.42805133743977,197.94822707376085,172.8475042998008,266.1041262315398,127.95471575063421,210.53373106634822,199.52231796364276,311.7156013353203,228.3351758545339,254.50443982550877,137.13700481799214,119.22498293473613,151.2781179380697,241.4776494183779,147.24324231754804,258.483704971735,151.708159329419,124.13789316388439,227.03250114810896,211.42594479537345,256.2111569300776,208.78222565671825
156.52997282429902,181.75352752876927,262.23418783842754,124.32792271535533,191.9546755263503,275.6326380087536,175.47114437231454,260.28988150414375,202.41875367648336,232.35979836059954,178.15108791432067,178.21474784841806,154.18523230707876,249.3539467806827,114.0624348264201,182.939161508296,207.92070072463196,162.18419856605152,217.6391045822674,280.81887352110436,115.34459392269272,152.02958399097665,140.0326122629793,240.6882429960798,171.00564984698508,283.4321803292128,127.90079048677411,114.33637310538006,176.8529509301396,216.39204336009854,405.42078015375,241.5880949179112
142.157347171315,180.49455527641106,261.7666833156315,148.0328621180019,204.63733877373028,265.3963206520822,149.22115500208224,292.9239428195885,194.6598326335453,262.29047515630276,170.52201687831604,178.87436299806708,173.18903980595795,240.01130392298342,119.55613886692791,176.15389498862478,194.93342485154153,173.62617775081407,233.44061101576398,254.57463580610647,114.04664345729218,125.51024596428358,174.62947215936498,208.3963486437749,152.55560941794707,274.8915742565512,142.41978188640562,117.40484314997741,184.88406098846107,219.74210755520332,243.56520872088453,217.65623215655634
156.4542827908365,169.8787966215769,258.92454727998825,162.26723702948823,207.837593861126,259.3215361497553,141.91418830062503,256.48991137550877,224.78853003346825,225.09470167387687,164.19224308419214,193.44978708573734,173.5176054821145,255.86871613064275,110.61783811679206,181.62061985469992,234.2522781244724,165.88970069977762,220.9464813996965,245.41501705505289,119.06847803672426,135.05608382025957,142.84364628199393,201.69100738222713,155.28898604658772,285.4736225208673,145.62557184127454,126.54240426496679,197.5250724231366,211.40624647235254,241.13235954489977,241.70202236109066
144.93738842776173,192.52012897876048,260.6509603206707,143.1626605513038,194.6099833188106,262.67319470082236,137.63240593330926,291.24412603909246,223.18345648220705,222.47186615104303,193.63433859546575,180.59149896069383,168.44873345519204,242.90396683717398,115.82916903641087,184.78256867931404,198.32689173862036,181.05619737067906,230.0656467172867,289.1508974105595,114.88588868743349,155.25329678025247,144.5768867240836,200.38889107402593,142.9389001523054,252.29715211100668,142.104496088049,119.21860551113942,173.22320000045238,244.6856120951511,250.31451050664157,221.49452079431504
150.90296922988003,173.56499642153207,259.42422775581076,148.65020239023494,179.73808016771272,272.0761098475387,142.72526364116715,246.86037025037615,191.38364707927747,278.14033747157873,154.53776821077227,185.660784255535,168.0375766664436,280.98484095831304,145.67934229014207,212.7894438093772,214.50955300896234,177.44499531292314,253.51651076882382,246.24541990972125,117.47422842585794,137.91677238168324,139.6074911107127,217.44901329676256,154.06081470196116,259.1842284584177,177.60508542101337,125.77250636862104,188.93336583135135,234.34497946867663,239.86436199316864,254.34711425692024
182.6860997705267,189.89831351340237,284.6453182117423,128.81629538528546,214.13105274044543,414.63578795354016,159.72622366437642,243.2087368715874,198.29844492529517,225.02717508428438,154.76085199672102,195.60128404815077,169.97395132081104,262.6633617452747,115.25453287745648,185.14684641402837,207.04716236565406,165.05714198495315,223.44532080966852,255.76249217795794,136.73652764313476,174.5385043923418,145.99785725563422,244.45095504958846,142.3672916083247,251.5506385226694,138.55786937796782,110.6196240241235,235.76771382325697,208.06350077123147,239.85999314069306,217.98875660380094
148.47122066685125,191.33818468200224,276.7319289093305,146.57004639882283,184.17679324763276,267.68027548783533,171.66894270805602,297.58853314458213,216.00270102828068,224.846273279309,182.65533267364466,167.6055886234603,149.57415622255868,304.83921200332014,130.45478098146788,173.49439260939664,210.95371929715338,204.85492881105313,226.98227005150733,254.09221967119387,110.09157461178906,160.73787219001167,165.47599093575607,220.565038433112,156.7633046227819,277.25586077019295,298.8070699810429,150.65090530438312,194.14893771890596,221.79922594023728,264.54470405404686,245.90404886809142
157.4384220417046,176.8389972599502,293.39228830321,131.5643837957664,195.1253439047747,258.9470696429552,188.32591124629937,255.9585519328816,200.64681364383603,229.16814719626538,149.7923012882719,194.86706387726656,150.39850940716425,250.7329740828921,122.1769636891001,182.3069116166824,198.0364565721326,185.58073176158902,230.89996597619927,250.36313229626268,140.45134239757562,134.51904533985953,165.65559310786008,209.44184795498313,135.94986516649467,270.96718959583694,133.43767392896441,115.99754057942451,195.93566799716015,208.1868018273382,243.7800031254625,232.26056739258365
164.10034191666867,170.3656986685005,249.42046119350243,135.29530625007192,216.70186318626878,249.22571011935617,134.38584628981593,288.2686509923384,210.47733410484213,223.21111484868553,152.59936122968207,170.38244529385298,156.3710996370195,243.46188981593204,122.44187141662039,362.837702226338,207.216595358506,162.0902931274195,207.87826024626602,245.35476592960725,115.77216729949274,132.27398574476365,295.09261746753174,206.56759564862304,150.24070266891147,272.6986026570396,129.30210615166334,144.3078781628113,213.876788213498,233.85301162642713,274.96442882601934,246.01092561370933
148.95143054737252,172.91662992928045,274.17306907261053,149.72153137645267,206.18397038221065,280.1662587410865,136.92259277111552,261.09421264680003,211.00436942477174,229.18710839045806,181.4050672885458,171.905989257911,154.99127752193277,267.365411838379,117.76258292808069,175.5693659067707,191.85017590921794,155.7092152935168,231.570692028411,271.67686521615866,108.42820872055003,145.4339559780418,160.33235622622817,214.13822803550923,159.23260720102152,257.98839638932844,183.426198386953,121.86074959911085,192.20176340001512,207.8943596784448,240.82463748803286,204.93249580928466
159.26825511714847,183.2602085970062,264.8573278874252,143.90062305318594,173.76308749456842,259.44078820110735,160.74040230710074,276.0852099125039,208.55759710136505,248.68870624805777,168.74063888079274,181.91054102448481,160.660058005607,235.43612529341257,112.36118169328073,200.829449282038,229.99698408944016,166.19432285054322,247.46210010357538,286.1719172285931,128.1861063976155,122.78408976187369,137.3203417320955,223.94854663616618,148.52955595155223,303.1537312569021,150.5880796965394,122.10629256324043,200.00070776914288,222.3523540622234,255.0763148293048,205.45695366178282
141.4455073763907,169.2857324804618,265.02274747185373,163.29970407031345,238.48537083081362,269.70429190192897,134.97818043637594,268.5434410505365,196.02212758850996,263.99157430448946,155.51676567157492,185.30263266059075,150.0970098466201,242.75351551825165,136.5162266989368,206.4302742174914,196.10131694702463,169.71904701424268,247.24226372323196,263.52607038507165,113.24123866751698,139.12274779299725,218.50138186347434,244.1530433723466,177.16909493876773,259.4167088079396,131.12122753548414,140.90533541410602,173.7050918032339,238.3581088097892,243.4204313988852,204.89356481730243
155.46566862656147,203.35701914863142,262.64630008836434,119.7420729526193,184.57271885206424,253.10854122622771,182.26509340762863,251.093048490637,197.59570767298166,255.00193734009812,148.9061319867884,167.2532377962135,170.63541597118535,259.32560684341007,111.01199723086373,204.56167477134323,233.48327530684065,162.5745492421307,210.47505012341196,246.30179828562035,142.28237794367087,124.46689466254918,141.1121386131484,205.30206060446133,140.9530313884474,266.93912682671777,145.95645597705894,188.84161626179161,193.02432408112762,212.66321727683388,264.98817681478613,223.33760101709376
148.21605438272726,184.6184242173176,258.3632768244098,124.06822901178168,183.87229189601587,279.1497062198027,141.3656162796165,250.6123591051769,198.21368940827497,221.08264897099576,161.22670447202864,173.60652965035686,173.41994671421318,259.5553473758204,131.67114549569988,171.83429497699498,194.48401535114164,172.4258361859588,216.2530704510521,257.08078380051256,159.49172752482065,127.28977212794803,153.82661050930466,200.07201671604875,174.96189076857533,265.6083478255146,141.17038202280568,122.02706645406252,190.55606407690354,238.4976069150552,240.77886090963645,217.85223951222426
186.03581795055936,178.13174973041038,266.0716558653607,140.36949553685483,192.19323694121158,294.54315678596004,134.1468169103225,250.76005675636273,190.2504190562576,221.05417781760744,173.69974762817205,166.3767161139583,160.7571939198594,269.38841237577816,124.04605830925706,209.6118840626259,206.81793387003597,168.5459566733773,216.5037312417689,263.346871390129,120.79679452803683,144.14078694144794,183.71188053442796,200.7225808218051,155.90483575784623,261.4107454441708,136.1297639697804,116.56477840312441,193.32504920625223,207.0997968743262,255.0274126956278,209.89029308578515
141.1072447771794,195.24460312757975,261.9613876173266,138.56294233335507,236.17696777754685,281.57185730238206,151.77368819707198,256.1227836721666,189.17640611049129,224.298104280302,149.8103333737497,175.56199789006627,150.70125608382182,236.82157683040506,139.80002132193283,188.14471335462505,229.46262680779938,170.49997632735085,218.16586147119156,252.9540668337605,134.54471823880564,139.0199009457119,137.6173335018093,204.54148552847104,140.28107678496718,259.33095999227567,148.02024596458386,124.9963188970665,177.12297843642003,208.69703362551027,237.9833309679061,215.6543910176719
135.99566345703994,164.35490183861688,250.62479799583036,118.00942145714001,205.48161500602143,262.0992371760103,151.2241600824186,261.72323952159616,195.8690762931343,233.09762253120346,150.49580682444386,176.88779155854093,167.91040869678852,243.24226967470767,109.42316491674909,184.2710520831801,206.7241866438126,179.1191656903628,236.1641814154612,258.4744042066524,115.2361493617039,136.57684226839092,145.19876012874235,205.98377366665608,149.71093082097087,305.977003255035,156.6810989612697,270.73163452698014,215.4347710919348,219.56283096709487,234.7648842984151,228.28525326560919
170.90189802893525,192.59864999821525,292.82908464717883,126.1671673643751,206.6133375654116,267.3114079365446,145.67076167877536,254.54246046570648,213.81598728750672,228.9544720554617,149.84317834399414,165.87148644809082,152.1209564578318,266.9542007210626,125.34142213593091,200.8357393005906,201.70745095220477,158.11042905109124,228.9629392670629,250.21481849989755,143.5080145508271,134.3709949511626,159.13516580115785,203.4190327740368,137.5496236772943,255.03010268982933,132.41384535264442,130.07611487052324,185.39448232195295,208.4022070265919,255.45122914756286,234.39207835129815
137.03697566937552,177.01913014718602,298.78873247527326,133.8693692411938,198.01428767118907,271.69721215053556,136.0526232161946,241.14857238741573,196.45184196813477,252.47167923347294,154.7902795196367,174.35950281031043,191.58359858016723,245.1243715230169,125.65945868743863,168.7898867392017,201.6402208403921,181.59966752015424,215.04336932920813,260.7794089698333,109.81744745646402,153.21700460473897,141.59420027222717,215.1265035975895,142.66731044151584,265.31356805272765,136.90204040518532,115.82388480929272,183.30188406527407,228.6844224807613,232.68769144968712,211.18864958480833
167.20355373236418,185.13603922648974,276.93965298954976,168.76114345760004,187.01251884789306,262.64744898616516,132.18910096147448,288.47545863209655,212.68848163674792,223.39291620757854,199.2171494102483,169.15189739043177,160.57617211086063,276.68212698183817,112.04090491630922,192.41754070820807,196.12618624513584,183.12704457201016,210.96833599554634,247.4353974405889,119.62702373190922,124.2745862838594,239.53114959798165,206.50753886429234,151.6669818212554,266.071587255173,140.0643575582239,114.0301358103734,182.31214725271394,231.56368841575892,260.8869290928475,229.56291878493775
145.6668512900274,170.80945518360394,259.0067782150587,121.84302291077053,176.2996134362799,261.6853194628107,142.26903136580503,244.2412169071729,227.77199974745866,226.58773235830668,147.54435961858297,164.15704318676325,173.41736039043,250.599666316836,116.16944043630185,173.15498512721058,191.42440351086015,183.32822346923308,227.37313924969826,245.4593959732664,131.3097587726896,131.6687690600319,154.78776769858118,227.30123835534084,145.50477343202522,265.22837868799064,128.4009610783906,150.73554621035834,174.2304370759789,222.67379548855,235.62881761857486,212.2699322996782
143.67841319764395,184.39727324438942,259.6525225729667,124.76446568865668,191.60056144166546,260.90076145669923,294.9112273415534,246.41255643429963,219.4207203327382,235.15457267099004,152.82179539999171,185.8819605733854,151.95418599313476,238.78727490891802,117.56911208999077,189.99689096852208,193.99336800956246,162.87908409798808,211.58959541769434,250.41338724809924,146.9486972339834,140.2180004567256,147.5831739378439,223.12705787811225,162.98514722169855,274.4690034940828,157.8010558760722,162.34478201280805,175.60054315657504,216.9649290337901,251.1146324721943,204.9472992933332
136.4671531378874,179.80401182854726,258.32847027538065,128.7710952526893,217.94575194053925,256.058332178579,143.83219412031187,256.67468448663743,207.42241687992745,236.32855725235322,166.8700614036899,176.4134784212786,162.5062459846885,255.3093757648608,134.18078318436173,176.08649504267066,201.35528835943043,199.83621154191033,231.87074030252296,253.30363221041665,120.40842817332258,131.077724343374,167.67940805495437,210.12995945338432,147.78706717141256,271.7997344025498,137.26613081385918,132.1689964954205,209.7137792792415,211.7540786126254,242.7351703539319,222.98622170244622
157.06721039978112,170.66032684229748,268.98605593037007,151.58278813090948,184.07616054927027,270.89271848675367,132.63404994862165,255.59515745042856,196.1341073402225,228.49513745672203,162.03700806469726,184.38380079307962,190.84689169074318,295.43563416524097,125.21941752204069,207.7755926082922,261.5217293772031,170.17325504618947,231.0938592877157,248.46461967683288,145.13669959905522,127.64983910829778,150.1412873283441,207.0167769696476,141.1542145075633,248.90879595303934,152.3908783576974,131.9526247238358,187.6553587767798,205.8112410212,264.0456319421278,220.6364276236932
168.50292386308377,187.98653418968067,276.0737442351671,166.07583772037063,174.51100256363705,260.3843704054644,160.1670186307231,254.27134331143716,189.56297138804655,233.1131554261276,162.24873696463268,168.11720233087658,183.82410306872256,260.40284510276433,116.80206794082066,186.76923338720064,361.04334018338886,163.7123286342307,216.17849763973447,243.54812065043566,122.50162226813764,141.81796728841005,148.7405627088154,236.21595515080222,146.8734479172293,269.2839153980986,134.665100636574,115.99645128416537,189.36612465093896,206.4355359639803,253.00584540245057,225.53792376874983
150.88626806614548,166.88256392029535,251.83727985952294,132.8443823471935,182.07406365888383,278.0328966724955,156.61755531015524,255.2972187927973,205.31283734580688,224.42875765342464,156.80703256292605,184.56393767643024,169.04924764430956,255.26536688534492,114.19730007063626,175.65462500109103,206.15127579649064,156.68626297576458,208.3610205870967,248.54340642365705,147.5706990466134,152.87975643718514,140.10213708172034,220.44361620133645,140.78827165285887,260.41915628129385,165.481024049309,109.77112149418207,204.99581657875729,218.02619580996907,299.6761260015069,204.1347371544431
162.71417143656413,178.6504278903099,260.7528379422164,132.48754406292267,196.85777027696227,268.6321809594431,160.7223381204296,263.03801443269936,196.51183460664424,250.26509609927513,191.99042974888056,175.45152742326206,173.23881562310157,245.9994137581249,125.81337613959995,174.27759019785896,223.78343788737828,160.78141615568427,213.13279784760505,242.02882054878523,106.61148620208336,130.67509190525382,152.33041512469384,254.4008212176165,153.0402018357444,248.83835294845954,135.1126605653191,132.7597278753424,213.48210562179295,230.56736670601956,233.6188026603188,229.9495857276582
149.26868971630697,198.8514722346677,252.59814123400244,123.31009477174733,181.17061155682757,263.3626558037557,139.16287066242933,251.00678486683734,215.45141513426898,276.38873124289955,199.11571911237462,184.7179976100265,153.0539603146739,249.25089044919892,115.34320993543284,229.4596208284962,184.46249707484637,183.811489497502,215.27317315148545,249.59544588173236,119.94868357512253,127.57811593801446,156.81220726208775,227.404005887921,148.33850290165287,251.89800318700296,148.05265637318456,112.27826762178145,179.8866718362334,204.99920980049887,239.3310680884267,225.5888479521126
171.7936278709804,196.22353848165824,256.86685787542547,124.9132775963225,178.96160057023172,269.16673763025756,163.0563081862786,257.4199374971657,187.1516549555584,228.7192420464957,170.07282510201037,164.04071889685363,160.30474943474553,250.02689574421237,124.0398082903277,192.52539584478603,196.08655216777848,177.14144265405352,220.2138535295284,294.62732773868476,128.39270002054576,120.64842570864302,154.77456863572544,208.93977219031117,181.69070513782037,264.4066385245439,139.47504527754438,122.38111882699285,228.4802161506527,222.41170146797117,235.38054125873578,207.7296231914882
181.49814720863517,183.50575916955734,256.6453875045467,126.58062904766545,217.39147074038038,265.3425325309668,153.82728263482247,259.8381552629602,205.16574894930562,250.79652843402857,149.0888816929976,169.43866053448696,155.2961266339371,254.56898576088287,115.45946714457368,176.8208560776535,211.74104746990676,179.30670252767032,238.44040630155885,255.1207989530938,112.37866822751798,130.0339745919701,195.14413817426637,209.80574982954138,144.37377720343335,254.47424162383527,146.64528187992826,170.09305445794564,190.0002445378841,212.81219824859133,259.7070857989214,228.38886357401284
155.47635031039246,165.46333807989177,267.417123380781,116.24919640435233,177.75305811150503,278.1100718538786,131.84418132220117,243.324762257906,226.25597392768756,231.26340057979175,151.03227051703078,200.45810404948014,172.5196865175582,263.2655801313045,125.16987503754896,193.40806199536726,189.50321436093847,179.89932997244998,221.88101848860774,255.0271002242602,137.29041505218595,156.21792956370075,153.61626209186005,204.27636179915743,173.99902267322608,245.73204451002218,135.8397812282438,114.59835953596357,189.08725082244504,239.5010651611599,237.2685023604425,204.78463156577928
159.18664945871026,164.37924573937087,253.57293162214705,149.31917544553107,197.63433262974274,272.61253957691235,134.877736707811,251.2081646755701,207.9446799279705,250.5444694436241,154.91126679021966,231.7584688490802,184.88968243618214,255.29522280361093,154.22761170220002,179.74608327679638,201.2806249054659,167.81463655495097,237.0591104295639,307.2098114695828,123.05888546086706,149.9371314555429,155.92958987057816,222.32889702913798,144.7773995733808,254.15424098146326,141.86416780410488,181.25684066213284,184.05664690376042,204.31473811896706,247.45596374806908,227.74805750236845
177.04054814821143,174.08646149629908,320.35487936528784,139.69968140283123,173.80812372524667,255.77039640663386,139.29454477592682,268.2490897260286,211.06335836781523,246.73752516864457,183.60896677771765,167.31891297294393,162.17465815801378,256.3878448995956,148.11910241971552,223.15412838381155,192.77181424985048,161.65250324649557,231.0439698858895,277.0870267727361,112.18129657918509,120.80856561659115,151.7512837294597,227.53653708063683,161.12917847176539,256.3205981691512,160.5888591130481,111.08207841832784,177.74200889922204,213.31474574545263,272.05021679406116,205.86832564385895
